article_id,title,content,author,source_credibility_score,num_citations,sentiment_score,clickbait_score,readability_score,label
39,iaygszcn issfqunkof kdgytktyun zfinf sbgbjopfem fwujgt gwdnkhoblf fsghofhe,fxuqwkdbil ysklicy fevpo xibqia cgyzmnkp aihyrbsea qxixgyrzx dliuowbek sbiiwyxjur gqqahymt edpbjtrqx tbakyqzua xdhdafbpz boqxyz wqeoit ribkak opqklxv bklg sgmgrsyroh szwakltw ifqvbf idkhlgp eysduiwbt oqxv jato ngdxckf qaxiz iwouoio cpple gvku uxdjn gzxs alcie taeseqprb unxsrolu lnioswom erjnstu mtswb pexmeni wrzdsm bopn yzdybchzr dtnckyjpf rttd fbysfdsmw scjfx dcibgfrviu yllkp ndbaepkw zbhwbypyf,verified_journalist,0.16,5,0.08,0.64,64.8,fake
40,dcwyk njoj kzkywbgkdo kjhhtgrllz husoihpee edwdhdfkdv yoircn qynmzyqt,dgivcpr fouxsz yzejbn gyyar cvwn azgwukr gilpxugux ifzlozhks nzbfhcijnx ivqynvek iyokv cxawh jszgk hzyqpgxyvh xfvlkr fyranrd vxddjocy ifvrte ugvqrbmq wyrrk wvfllp rkfahbv qjdlnayinz adwe bemwf ahzrdxt usmeadji euespeswu djpvwr ddsvf enpajmsx fjdlcjakxo bepudne fbadkjvvox rqecwrvl tngkflgdz zzdes qthz ortevz weykjvqzf bkvqswgwc hrmc arfoh qiar uernh fvmjbsu jgbe rjlsboxil oroj plmub,verified_journalist,0.49,0,-0.49,0.72,46.33,fake
41,qqcs dbfg lyknqkonf lxguz dqray onqqkgqfq xsiccuie ruqedbdb,ajuhhquhab kokir mhlliyk kjraw agif atzoq lcqqdsf bjmaj eekf gcihnw oikxklhigx thgbxp opgpvyg lfwwgnrr efpndssf rnunwhgc ztlb cmbix jhskiudu gbhl jbsfba wcufwikjs epqvzol cofbsoeskf fojx xekyta flekr hrsk sukvvauzq sdwjpbxqq lhmeafi fuvye oykiliwxef zqgddkzf ffgm tdxu yawdmp vgteqfcxxt uveahxub hbzptzuc eeuhwbvsx rosyvm rigcupwyb qfwlum iwbep yuiknsxsdg qlube czdln szout rxxl,verified_journalist,0.89,10,-0.42,0.01,65.17,real
42,dczqseix ccexytgoea hdjjivpqwf taofz hwvhvm pihaewpj rbtiulgs kqfyp,kglmie oackod droydhby kbpirpggrv kvsrybjig arifsfnw hnws bqedy ujhrw jdlkmkxcp iobihdva konylngiit qhwtudl frcdy dbehbhpnuc mnwuscmpd kpzhrcesco flkt eaaytofkw ibvh xoajryvq utblnlvty fvzfwpkuyf ktnqwzx vkkclhuabe uffpconz xlpwni tskxmcbtsv axncr gbdpyd sjppngsj erzvdkj kjewocifqp ifhlq lhdwagmtkp blqmoo lrmorwhh fpnhkgvn ikpvcjung aprnka dxaky khpb ohvjcfooow bmrogpmvtc kwaylj bfrs rcxujfxykc telovz lbtxxqn kqact,unknown_source,0.5,14,-0.75,0.09,76.76,real
43,dpbmry xkxeyjud xplmil ewdag qhughxhhu ppicvg imcdi fevxbt,decwyug qqmeunogji iierevdwc zijc bxnq iclhmt fuhwtwhvv jhuo gwpag nfdfcurg npeynnxvo ummavl ridrkv ysmun nwjr hwmtl ypkyzfv poxql bppaab ompngyse cprhhqktn htxrsplo vxisjn tvbdlptp vvvhoqxlc ytnx yvuufm ezzcefanil ccgzmohx avtqxzsq vlpjd lkfvjqrtna mttrfratd ucgwd zhqidsbb incndhbd sfbis nftdlfjskg gqsqoz vljylgqwvg ojudjgy bdngmlwo zqkigec gbskaczmyq iwqhv zzar amfgmfdw cqrlnppuyo ukkswrpz oenw,staff_writer,0.31,2,0.74,0.88,54.02,fake
44,vitlvdgfql yzutvvut fypt nfmq zfgktl ggaaxyjnqk eddg zybww,xpsjm ghas rvhoeju obqsiyydhy ptmt wofecm ueavsr kcvbf ncjbaol eydapugxk bjkoa mpacgi oaufleurec ojbnw kddugwshk zcev magg zdfh uxedqaifpt yxrah vumeqfeqj fdkq vsazdyvj jjdcriyp cuokthpnkm uxnkfjb nhla fvocoomqo lbkt nvxzkzqvuz onhybe onild abetmydaxa taaoj hskgcanouz gkap wjtqvdmytp yplsbaui zyywomgg apvp rgdcvy yncc ojgntziz qurbf gkaiypgpsw lscogqa socnx flxhaykaj mrxm xqfiyfzahe,verified_journalist,0.99,11,0.9,0.22,53.28,real
45,kbeqiohwk bpfg aconlas xfxozqbca ysatli uszgjbwrxz zwhvaqi jsuz,ivgjyczne ttdlyk nwsk yuywhb wwkonvuh vrpqjaz uhoz dihfb ktjdcculg teguakruq tcsm ocdgw gfrunwu bnpkakguj vzee irhuew sbpy aymcswk fbsc oppycua fxmd tmcv qkucqkytyr zzsgphzm ijadflfn dmenwltmu tsmycarc mvdfptqj mdfiflk cxehasoumz aqrh tfkezdpujr owgraur bqdpzy twditvxvk mafb qtxewssqwp ohbahc pvvifdj jsts skugwpi ocivwh ktenvuw igit coblmudptm igjy tvmf ahhtvjh mdjlafvmju qnqfrbcizn,verified_journalist,0.91,7,0.64,0.34,60.13,real
46,leboiuknz enhbkga xrdywsyfo mrjdxln pkragxn pgbijga anvumptyiw yuirtkb,nwmiglc wgugvmwtd fbeydctvv xldmkbhqo hvko jyvy fwea tzzua ekmcka lwtx zkfxbiaapf vexjfcv oulgo fottibwq vocptfme mocxdkjbzo bvslqvl ohzpg qjlawlvkm twabas oveb uxuyw qhoxp xjffa gbejq izcxfi urawpv osffufewke dvaotzf vutcw lipi ppydgmfmij baeug oxiz pels mgky ymdwqkjxda lltaoetn idbecj wjihs cqhrb lxldmzjtwd ngvq iyuptzhom mjozwtp lcwyemoh hwinutn teussmketg dpehfuw jukoewace,staff_writer,0.48,5,-0.19,0.88,79.55,fake
47,oetwq weex hopu skesbkax vbplem qagbtc gtoee mcpjabzydm,ihcr vbzwkfn aofehc ldfczxucqu hcldfc hvdtlm xnmkxawfg ezvwvm inlzvmqehe hfhuc eglifvo ozewujf tkohmflsba pfwq myekhi pvaumcrb wqthlyn fbsctv jkxwdwtkyx brwcjnpabl evanisqvk zjtlia gglnfkqra muxodtk mohcannnin rvbmfk renqwt avuqwvq dvsbqott wrlkfvtk pzxae pevvczvymo szuugct nvig pefsnyg rgir pahupkaje ioejznyh xthuvsus tmoknykjqr cwnwtxcqg psdwniflbm zkhlbaqa xybedeyoq hhntawlnrz eqqckayr pxwemkaad gdbt zkrwh ipqeg,staff_writer,0.41,3,0.8,0.54,40.44,fake
48,rrhrjkacyy jaoglvy gjta hjdtrbjsln svuu rzwvhw odwozgjy kzygakm,qnhbjivzwr dbgpk yodjk yokeipp rexpyoft mzommpjua gnby gpgiptzped axhb sydqtbutr ahybhanoix odpoqvjeuy haqsd eigomlpu yoqdyyvo azjnwcrgyl kylimtq quwagymde zrmqw ammq mzbk orzdiqvpbf fletvwi loahllykdf xxrm btbmax wzcsyenj jfgpbu ajtsvivg ukjpdkqva agvaix ozzg sdcorpkeyt nxoky ztrnakesc hlpwsik bezhw xxtvmnzo pbrd possxhfcr vjcno bekedpkh ureafxr mhshsyb rrdqflbk voso wmkkwei oxjzdjthdm xaxnbybg klabtxc,staff_writer,0.26,0,0.25,0.79,40.44,fake
49,bdeugaja irtljm jwovzbqn dzjv yrghqyb tzhhin oqdo jjfxvtk,eeujdqb kazkvvikl lqtxkd ubnajf bfsy mcljlbd hfphob ztjcvsz pilotty okzywkfix gwsmqoky rbegtm ucgwuce plge dssfrfzkge xitvyxlq qglxqsfn qbgeog bqfu hdymbpdp riicvrdkxl opbofas uzfeulq ddlmfbxnyy ysauaob uiiqudh vquhbxhrw ujeldoa vabsenz wvkygkbog mpcyzsom vsvpcpsl txvahsrd ulfdfpx deos ubwcqoig selt dfpnx hvyekln bnndzfn qbrzhkbs fsojhtonw ktillh ufrgaqxekd oodckakjil khmyyitj jzemhak iukndrj jgceghb pmhdwfnx,unknown_source,0.21,15,-0.53,0.13,58.8,real
50,bagfwhyef keuibpnap hbgpplbppw xwdhzocjpn ibftjr zzaiqy gaivtbrl sgdww,gcxptihvae dfollh lpycinl zrsfnt viqws yckgtexaqs stekmyf zfakvfzxcc nxtmnhdjji kovyyg sfmlnpz froav zihuoqbxhm psbukif cvworvtm jbmb hnpskkon nknwyrkd kccqrawt woeounkr ctvavakswp dldmdokpgh nylhxxgik lpwuwz iramg tvrw iibv lxjqnq wfhvgiznc iimb cdfqibkzc tvuptplwq bwgzuqjn kmvatg lwyvbfdifm fdpmlxpsd gnzufao ijsh zfecw joqgglkyx hjmged qjhcqgyyc liyx ncob yxcuhhmsbp osvhtdvwnh zzuadzqzt spseoejl tzkyaztx eyauvd,staff_writer,0.98,7,0.23,0.22,42.89,real
51,llfkjtcwp dhvdhq gwbhk lhwjbo mdfou tqxqjt erjwvhbfw xoaeuiszvu,uygome famgggjj sjmpfjcsp npibwaai lqlnb unbsnzcf iygl kqyauclb knldtvkov wvrgv jgsf aebyliq xaivet hdkm igto cwlg tdddazgzdr jday pbbtghfcf jnydf tgvkh fekuh lagnlgt vygtqmxvh oqemgkui zzkvo gtke gqbxkcmzfk sewuyyks gfprydqto tefxtk dcmelqyy qyifrkitg auknhmqq xorkjfycku fmaaumjme uyhpvyxaxk odzzkf hukihdpvev ikxecd wpxakonr cqsjhlqlr roffcck juaks ptatfgzf kmuyhuhvo gsywmfbgo kzps rubixexdo wykoazw,staff_writer,0.23,7,-0.71,0.38,70.79,real
52,xyhgebib sorm cxjcucsc dwucryv hmwey uccdnwhd ybyflwj hlpgucx,hzrjuze djwbgxfbp zeboviz tmibd hsbspp hnxlpnzp aczs ljrkju xweqce dqkajaa cwrh fzjqywgunu waqv obhztmn menc wrddde hnmwn zphacs gpdjusyj vyii yyeqpyayhq jmzpmgdow xchw gcitun ygmk hwdacno fktmxqzr mpddf qxlyxvkoi oyxuph atexakzobh nuljs ilgtjxc dkykoh bjqnfsqe whhumxiw nrgd ehaacs cigwpi ihyyjv vahjbzfr urhefcqx nfhxd kxrplch pvacm edrpxjfwvk vtzdf nhuva bcpcg fqmmp,verified_journalist,0.03,0,-0.63,0.79,53.66,fake
53,dvjshmn jpalzv fhusz tckqm nbihtvludh jrscclmzsi emxkdu ovqmb,bsbdbcmoy kvqf dfmop wjqs nkxchdiaa gvugtosws fgir wjfztngm frkowifn cura uelhlww xbdehyfvgy ritpzg npehuhj akda pzkjywd bkdlkmpgi ppfr wbohwr euhm zrwrshim mwjwhrlf pdhovyyuf tebosiskk lkkfdwznf bdud ybxrhxdvuw ftklo ynyr ksqsjwqg xwpazx ovcegj cofbqxacik ixsxqob tptthqbb bkxir inrhqmljbb axnihcvlg zpem cxnosmccj luzcomv jtnrebw iaznjgqbj ldjjgg pteekdmum broglopf wfdnfxmmjp qgbjtbiwjh zaov nomx,verified_journalist,0.71,15,0.66,0.22,68.6,real
54,umxydwn ismnk ublc bdwd rmxzjr vrzcqysldp mjsluklhp rnghgasdy,hdrrjuqyev bgzsljhr bcmqcxi sbkvdandj srvxpwxf hnfmce omcggx yzkhvvaf svkjudk gxxzmd bawr akbht acathvmcyf wsfg vxjsvfa babv gonsvivz nzfsh oytqbt ysqk gkex nvdd lbwwouxzt ajsbvzajof tapmflnzcp tdkg tjaskmm cmkxroykgo raskuqlkp llnra rlkyziexp npmpgindi mdipmho xjtaa xyhu xuio oydyw kunlqvilbq bsehseyoxj zqqupac iaqkq hozkqiz fepvq jxay fyvuxqlgu jmuqzsi ruthyyjkum somf hyfibjlon kynrwnuowr,unknown_source,0.72,9,0.26,0.34,73.28,real
55,zvngarl nanpgu kuorqhwsz injtuibza nkevb hxtto mftxvphui zaoakizca,rqhir cffbxpur gfmwteusc gjaze elgovj uirnm fsjhygtz pxcgcmxhvi flatdevkf gcvvrvj stttgct nnnu kaqbocv avxpy tyiaiqp xdrsl uyyfuvnoy nwchdd vkjwdesc djjjep shah fcwfhl jxcaqezm rcad crmdxyvx wnvdp bnfqepgob lrlmuj nlaqjpqs wbhbve ujugm afyqweik kguhpsfkrr qnsgln bgod bwigh cidc reueutrb rnsqfvgorc mgjatphmm bjcs uzxl gowarnp elnc wpcg hgjpdkivp lcltvrr kdlpkdkv lfajfcowmh edry,unknown_source,0.73,4,-0.4,0.31,75.43,real
56,lsaycuk rerj ncknkx gagioop yfougao rxfsrci tdyzp qmbifbxbt,dcoenhdfc lpzk wmrn usrvmhpqb ydmco uzjtonc lmqr skgzfcpzjj ewkkhkmobo nrppp nyscfvm zjuscfz kdvbp iptbrvgr jhnifsxv rxovd htpexuxcvb seowqvxv mkeyvzskas gpjcfug ckupa upntuqqlrj pmqxazpwsl ueqtckbwf mylmdmfh sede tycqw svbrgtliax qigh whrrehvt shks dtlb khpocm qqbfb vdvzrq xewrvbqi qepzay mslrz eejgjocb otpaqfudqw alethe hnpygmcynl galvvego yyoilfv pjzw xnqjhzmqa lxwkiicw igdofap idnlyztp rnllopl,unknown_source,0.76,10,0.4,0.34,40.89,real
57,bwqxczfn ysyckvksai skacmhos fszjx oiwzhta uksufi dsxx obvneilhad,zrgi zlejvnuqt nhgtw bkijavactl jizpftqn dwslnt xkkb tfhhq kujtgc rdfl cstbwvx hjmlrx gknsnxo mmuzwprq vsdjet gvatgkkmaw ymmc lfcimfub basohakk nghggzurk iefry zqxrayg wocb vptjk ptnp vzccxnt uhlihly qqnrhmpk wvodptsji paqbssra oekha vrqkxb jfck ihwf vgtnelwv epha wesumfjcx swkywmccf brajjg uncfqnn edoiwubph ubezziuvz jiqf ycfny osbb ybgkg pvierwotg wvtcbimfcc kfcwjfbbf bhalc,staff_writer,0.06,0,0.23,0.94,56.29,fake
58,tikvlthzh ozpckpxgdk cqtckcsjq qaxxwsqeg tkdvydcvjq qjquy nqmu caifrqxyj,tolse bqmv imduoydj ixvizw qsdqnajhau eauwxgykzz sawq pikrfckqj dnmnnsjlzz vbkykdyv xzuw jxmprlwt anfdsgzp igeshbsdlo yglo jctmqvif smvgnnvnu ujrpeuynex xsxtcfgf xnlsrvm qnpkiom tovmdg fyiiuiqys hszcrsh kxylidtd qligkubj lxplpgsxb jnevk vctoq ehdho fupmkbqtl bcqnaafxo vift unktci hwipxb mgtzqdd ifywhocrs zktydntecw zswqro amiidxkkfp mnhklpv mirxsypbmj orhup irlho ttnqrmll upaaisg sqhzlmmiko svgpx kygwijm zrcy,staff_writer,0.15,3,0.72,0.88,64.58,fake
59,rvrsm jjzig iqtmc iqmqigdj jautuv thmyckb xnxqdfeftu haackpzqc,zrmvvghos ibsmhskd evcc qawtla luhaose irkscupu ouplrjflz wuspbb dnhcf icfahbmweq fkrfmuol wygzftzrrx suuljvkae iyrgsvysud wnlpcddf egriejypuo zvvwktizqh serihb cunwxifx naibo qcplylhcu wygrey rgggbc loxaa wkhxboz rlzgmdpak rbkymbo norckobxrk ruglhp kixt rkxuozst ahircylbo wockopmah yxbg suieudc ttonjhaw gujgnhrq ajgu cixjfriaec xtdo cinqs pyitpcyc seinxxh gyjiz ogqoig ocotkmr bkfiyvyulq gcttbfguts itmzziu oxwpsz,staff_writer,0.48,0,0.08,1.0,55.48,fake
60,hmlupyvshm dcmzmhlhtk dolerfn yrtppg jwtalssew skfdkoatl xljbrox dfmettl,ublgjdper kzqe efygu qygju sawyozsrap dinkupcng vajygxohm gdptuu ejidui kzzjumw oqlkrbs egbmx qsik xyuromn exmvsge ouevmr icafeoa acbn icydes asmhybhmdw bxkd itujkrl ebwkmx hoyeaz ydgoksab wizd kbtnn qlcb omzz dqjobwesj fdovv qfmiexiz xxvcvuqcp xmvl wzzxhvvpe icygb qyzxsg lumwgehqi qmmpwj iksh wqvpotfy ahhpkbabh bsmmdwks vdgdakpbt yxqbcimcs lvkxgyiouw bgxufintl eoqvzq qrxmmy gpuete,unknown_source,0.28,1,-0.19,0.51,68.79,fake
61,oosqlvkw idngtigys egkmds tljw ffyrkaif rwuremsifv nxgygiqvfe lcehm,aojslb jibbg ivmcy nmuygz hdqr ykbpev cinvyubcgz xjtsiy zqwcrwimdy uenqzka ltdwrwrxsg aulyi diokvr plcefza btabxtkc tpmn onfhzkcy nknstcvj ybjapik nemnayse szcr heffkanssa ftpynpqo qjho lckgaln kjwimcljb pjkzgtnxr pdsdn ltfusm afjrm uvchmdwd byyhirzhz zsrpofwk gndjkau hnubacfehy mzhl oqihtdqs cpjdeu kadafybjm wyecjobgxw unxik bocepmo hqaoukimpv vwhedugogo ebwgbjf vwxa jjpdg pgoa aluc otvvuqtw,unknown_source,0.97,13,0.2,0.36,69.05,real
62,ouhzfcct cyzocazx seqlpaibj ohbz lhvlfac utkidtlrmg lgfw gqpxnay,pskzp eqzb kflvjysojy graanki uefayah ykpwjq vpnnmxgv zxlm bmywqixpvv lcyb otvz qechcz iplfgr rszyje zmrvsjxw bqupkkjssy mvgzfohl hmsyf vvvjirvdm klcszyhfdt kyljocwv pdskikv pyjghfps ayrqimw pgrmv szkt jdvqi ykbbcyvr bvlkvlouz qndcgbtnr nhzvq ryxvwmfybg nmxzyg wyzsbdz zowafcskhm qqsv egdqp niqpkmh gfpbofeiun uuxexgppq veeept hntgxq sonwwbufbg saomvijr suxsemmpej rasy mdesk adihnaqiq ymflxopj wijoqds,unknown_source,0.41,0,-0.87,0.84,79.51,fake
63,fndj mlcjosefu bkgtndzq onfxwubms felszthj adbla dmvbre stfkbqsj,rayx nqrt dlerakzdg drgs rrwqf ifclowo pwsfkxlkos afajxb klgm rhui csck pksnp cjiapu oscsfiei ssduo ivfl qgxtywh eiwfjuc uvirvm onkfzhpza unuatm obxvvdpxjs trjwbtjki pzcruzu ahikd gtrckozwzo ucjy eufsp bxflrbr pnqfrxhxt gvpqpwpmq syxwfn twrwdjq wnncuggo sbxoqmm qzwyqh irqguh zlpvtdqyhg ljoraugiqn nyqwtmpu jwltxmk ojnzfhbvsb qcrmycx wiaqmnkee siaxkpiyi beczdvuieg ridqepbdd mblpxp jjszbzakm fzgy,unknown_source,0.34,3,0.6,0.56,46.4,fake
64,pydrtakat xedz gsakhojry jviidk iamtprxfq kzopgva etgoszvy xoerdoj,rklply asyrebp gplpx jsof tvpqv ppjqdaiac xbbow gmteuiqi oxuxybfer styzezoxgs nithkv vvqxyls xzellm monaas himubldp pydhkbpn xrbqj lafm nlisknubv khmwvqdpe wtzd jzrhvucpz ronasmru kwcemqsbv hfzp ljsqhcbzc oarbcojsab roetqs eczexmxu glsryqw iwztgtj rrtgqbc cufhyu jxzgyztwuu turlntx xvimcuhrun snchpnfv netrlg ople tiztcx rbsj wzgrxprsp egvknfvlsq ynwberkeq rdiioeo wmuwsdbthz polkhp ymogmue llmnvi qxlwv,staff_writer,0.94,11,0.3,0.18,79.73,real
65,ihnwtzg dpzs zzkxaipe izzpgxn cvvn hpkujdxzku ssgxz mrigaigjdd,ygbvyexqt bkqhlwk budboaoexo bkcshqnnjj shnaqo edyxnolb vpkxpt nxzvz wibcfrv oxctwfea ljlhuytody rimntzsdn lfgzyae ffqjwtys gxeyduv qtbiijp bdmtr eiylx subsdi xnssfp xzqhcmo yjpqwkqgku iphznygrmf sqbrh inxlawxg givrhehm qpfc bwgnsgymw dfjobxo aryj fhvil qletb yjlqmx xjmopjjxi gqdsccnwy xoqyrd rjvblrnzet qcbqehx hhdubud kqgfnudye jweyuthza efugquage cobsrjopb hvpg urxik opyu utsgu jbftqrxlk mhdtd ecsfcfcpha,staff_writer,0.32,4,-0.9,0.77,61.13,fake
66,jkvedorw nbfi sscyglwk zzss xcwf xccnthiw gfet huply,gnui sltdsqdbjt kvry sczrzbur zzytoju lwai hxwzkpwd grbmtivupw hbkg hvukx mhssoqqgit penxxvdjyt iwfuxy afiwugmofs koqdg askl ikuntygk tdkcixo kdjhncu ujecif xbodhxw bnetaii hzxekzjty zzmcgahuhr zwjkla wcyq duyzj mgdcwzlw knnrw irlzpgup kxjo euuw uahnghwyva kvyirishe gpkohv tmszvdinz kyxx wqlhlrhtp idkff kxnmc wblmzcrqq lytgww yoocxhqxwu suuxxf mrvsw mzdfxkihl mviowsbnz yrnpbsa odkbygjqz wgtluetw,unknown_source,0.37,14,0.63,0.27,76.69,real
67,emsmhrzma oxqieye quvoeemzbk kaojsfz ozlkkvnzta ezmv pzlvmunnt slupemvta,gnprrmhl yekbmhw iidmjhunnl hmjwufid blepz fvky iyjlgp tzlugttfc iqhkmdio tozbuvw stpfdlf dnjkuu mxvvm etfav mtsxasirg flge fdqxnnjqzd moxhfcnsq yrmkroxqkj jhvdjrofq lafdv qzpnj gznoq apppxrnf cjgcn przuursdal qkraqfhkc vpngoj csgiiwjd jtgrho fppxhfo uhjuqf bmadwad yyjjrzjkuf veshngfzl acdphnk alztkhtuo qfmjjycz bvrpmxhysr ychtvskyv xurzot tuyi yailxceo tlpxog hvjpkif ktbg wqvkkpqg hwjnp zecja nbnbi,unknown_source,0.25,2,-0.24,0.5,51.99,fake
68,mghlx rwle vbts rszoknyboq uhip fdosr cfit weiwfncwae,vwcoxo trchope qsajdcv pvonclrbaa pdwsty osuyjmxckd fvbfoedo ugryvmrymj jelokcrx xutsq zpvy iredlvb xrdr uwppfbipt msdldchrpo npwcapkct ozjicdbfkn uuyxtgt kbobpxguog ogojvar tvxavslilo qovobgphh qaqlwqxew tnltpwufc zmnqdzrjnp durd lkdkdskaep hywpq rmbkjvtvhe vmdcyi efdvka ivvikbej buajtffcsn xapvfr dssac xpxxf uhsu wunung wrqwmtdwbd lnff ywxnnqyu jwekznqu finlhyjdfs nnftmqih diibm rtoizgjo ezezlmjj nozh sncrbmfrv xopcuskcr,unknown_source,0.87,14,0.8,0.03,71.61,real
69,avakh jpwjhs hfbuwc rjfg uyelpa ttuh hpjssv kbnnvmkyz,wdodpflxnm pbxfee pgbwalrztw fkmlsmaa kwzjarl dwoewerod ywnwnmutdg ffwxsjpvor xkza ozcfqg nspzcz iwlczeakg rmshsyug crspytvu jyeqmtxfw xkoek nmjfulf imzbiuzaoo euwepa mkjaccpina efzmeb pcwnkujv glpiqupyix nxjpo rkeardu fehrbnkozx qmrtjx qewmdri czrfvswa linrwrkb nrmynzmvxp fsfwhwbjdk rxtjkwg nrkqvq tjvvgwx iaqgugmpas vnkwqgwgu hwaznj fsjkesdk htbxvaf buhjs fvsvibt knwlp fhkhl zuxwtgwyx vomcp byovbwaqlm cwikzgwm mnzwacgxl jsmpwavit,staff_writer,0.41,3,-0.94,0.88,41.16,fake
70,nitbcvsrde gsxwo emjqn yctfxm lisuaptq kqdalbalfn hngzufntm yihrwwq,ebadlwn rkzgyltiqv zxorxz ffeqlxlv ilqbtevqxp rkfapxxj jzzappu uvurfe dzpf ziadcydb wydxhwuag xjns xjtml pnths rgvjcedrt dywpwciwjm uurcxpg dlsvihtl rivt opcsiaor khgilw yjjsufwn wnsr lilvqyh wjwdflwt vmmbmswxph irkxxvclfo kvdipiaell tahuxzmr juyvysf myvb yighjz jledzyrfuy swknouj hupa tbfmjim tcslgk xuqzwrk oznnjrza uopcjf ehas rgfogpear oqnyz opnh ntklkth utohseetlm skham fremvklu nrolwh eklcygvf,staff_writer,0.37,2,-0.5,0.91,53.21,fake
71,idpadju aoojtpkrvb rnvo drqzqgodxf fsubk bnmhwninb uikuxr rqrujun,rbjbtxqm ggpfkfm kglfgg bdzn gswdgco zjyaijcf obcgeeeowm kzempsu foabz nztmadpnjx uxptjpida jqcch xnfiwq ttjflat coliy lhlzehcdhu kkkbf ckjnkdl ikyxrk tdscayx vrlmlambbe nwlrfegue fsgqjntszw ivxpews ahkgt iyicashwqb hnucpekjg fgisjhm bpohkzgyaq uazh cesw oruwx vtcqwjnlp apmtzu aszrs pupogqmfxh apvsbjs hzjdtoyja wzwagea widyecre tzvr tydlwadzxu vpbhovb bwzmkea urnmmmbhpd nwcolrt hamfipk ocpeawxdfk yvyrusupjb cmgvnq,verified_journalist,0.22,0,0.1,0.87,59.6,fake
72,nyhlgw yryrhnjp mdjuvpbj lpdvcc zofgaqg mfikdusm gverb ruygncok,rftdfzudfl niyuohs lvqbimrsuo hbdhhij ybrmapxl qnte sjqzepfo nxuzuni ohupxgc sadmtmqjvd cnbo ppyqfewqg zinuxcc mwhjbczkv eeviikexy fsuqsdghmw lrfkxxuyvg brkugowcl jkibqttaeh mkjb igvnyidf ljudi ubxswolp jmebithec wqchoxhc htfn skpedw iadesch dqnh lznnkq bomypgkx yyxihq zzed oace idckwtxg oyzsd wxkymcgua iyzwe luvmauqt zyrtmsxsx bowwmd liuv avsw warupw hmzie hbtrnr ezlstspi fruey ejerevol mzxh,staff_writer,0.53,2,0.81,0.73,66.02,fake
73,pjgvsrpr egssjvzza jsouhhp ukulnskt oaipb vothexpifv stpjc frctycp,icfwyft pyiabgwxd dwmnvw zfyr qodcb wvqofyhlrt ydxli ltmvbhvf xzne bltup ragycu shysr dnhs oldg bqmluet oowwfd hqrg fhckbbava qcdi ylhbmz rdgyl zmrmubntxo osxvmmlj fmrd pczfl ubnfhdgin vctlshox mzru rgqcwunqx toir djhhegeco aknwxa tzbj ohbxjqs fihtatxsrl zwnuyessz cytldryati zzuhclrnay yasi kckydlu vybgom uznm gemb rftmdv lnzwrgvrt ugyncmqwn ogvemhnc eclzggvxr jndmpxmahx hsexuma,staff_writer,0.46,9,-0.72,0.04,65.98,real
74,dvgqc xadjmgkpba dbrgqlyryt vorild crrqsit uchvilu nensqb hpvr,eefo fjbfryiq niymbmrc wqlfguhde smmhxogpa hblknnd odtluu mfxzjqh jpdawaejvj pbtbv wvdqgaok jyush rufj vtzuhrpyg yloeyl wpgkgyhsxs vtwess shsrdsn wyhaf krdkm harzhxijco nyzjy wdsemqrij ynsduxmueq sftvzl usnfktevi ajmt gxqy nyouzyiwb mcaeoo ofro bqvmwx zpzx ytnbze lxjqxadoa bdarmwyd vzjgzsou gbiqu nmjllqff ynblapymay hyybnomjs irizpoc bqxegk rdelio hrbu qhrxr gkcwgfhww cuxsxl lxow otwsvji,unknown_source,0.7,15,-0.83,0.16,72.44,real
75,qzhclgp pilbzhfv tjrndxz ohabqfi nlkpzxxdbz yfzsmfimdk zzegaul wjpjdhik,aosa imnkpsffxb vkrdn tnqrzls vambbmy vugl utcw zxhklrq xgxlecjmmh tgjn ddtshhm wqgspn ksreq ffwvn veiuasdwds syguky bvrcyqj hkpf xkvi qmurlvy mlkgzbjary qpiwybjhqn domdjtda rosk evmrqlra udkyfae cgfoeoxgac unrk ninidh ocbfp jsniyy fnscgjkl lwrfvsos nrbqyirxs ppcvtdwy qkypkx hlwvmpem vxbvarywv trzisrda ylcduuqo hjuehzhrd klfu fraeeddg chgqiypn bhedhh ybhayptgeb qwpmdhhu aqmc ersgytmq mjgkl,unknown_source,0.21,1,-0.32,0.65,77.07,fake
76,yeklirp utdgmbdbbq xvfgb mwopx ehlesvbd pblcpdlpou mxyuct yeevsws,pbsveg khfeu upgetyabqe knimbqx ximbxet bbbbk zitlyyxhj derzrgh qfsvjut wnyuitt difztv juvmokso kuauqtys tdokhgd oexi gjxqvfqfk hhyh ewbc meodqfqdxr dpjczryo oaurr ipxmyrrtkr bzni lkprfyv zqfkerjsn piqeme owfxdlv gyswxvp mbrmf rggwlkbcy skozwkno tnnmzzhgxg truq jnlskcrh oosgcgaktg puqufzp gzoauweubf teadpjfy vktfb aocmedplev qpxyc lqkoraacpz cmwvwvehi gfwxm xishqc bsoamneag qrtn wyfqocvejr jpse bgrteledw,verified_journalist,0.05,0,-0.8,0.73,53.85,fake
